
*********************************************
dual_powell

                       POINT NUMBER = 392

DyFeO3                  ref        calc    error^2    %P.R.E.
cell(6_x)              0.3077     0.2976  1.0175e-04    3.28
cell(6_y)              0.0599     0.0541  3.4106e-05    9.75
cell(6_z)              0.1886     0.2005  1.4106e-04    6.30
cell(Volume)         221.1158   223.8443  7.4448e+00    1.23
cell(a)                5.5686     5.4704  9.6485e-03    1.76
cell(b)                7.5843     7.6498  4.2934e-03    0.86
cell(c)                5.2355     5.3491  1.2896e-02    2.17
-------------------------------------------------------------
Yb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9710  1.2532e-05    0.37
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3902     0.3899  7.2900e-08    0.07
cell(3_y)              0.1532     0.1510  4.8005e-06    1.43
cell(3_z)              0.3804     0.3810  3.5165e-07    0.16
cell(4_x)              0.3902     0.3898  1.9097e-07    0.11
cell(4_y)              0.1532     0.1509  5.3824e-06    1.51
cell(4_z)              0.3804     0.3811  5.0410e-07    0.19
cell(Volume)        1136.5858  1167.0372  9.2729e+02    2.68
cell(a)               10.4360    10.5284  8.5341e-03    0.89
cell(b)               10.4360    10.5284  8.5341e-03    0.89
cell(c)               10.4360    10.5284  8.5341e-03    0.89
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0384  8.7563e-04   43.52
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4925  1.2885e-04    2.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4506  1.1558e-04    2.33
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6007  1.0347e-04    1.67
cell(4_x)              0.3069     0.2979  8.1324e-05    2.94
cell(4_y)              0.0583     0.0537  2.1307e-05    7.92
cell(4_z)              0.1927     0.1999  5.1782e-05    3.73
cell(5_x)              0.4614     0.4503  1.2294e-04    2.40
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6010  9.7792e-05    1.62
cell(6_x)              0.3069     0.2981  7.7106e-05    2.86
cell(6_y)              0.0583     0.0539  1.9563e-05    7.59
cell(6_z)              0.1927     0.1999  5.2114e-05    3.75
cell(Volume)         224.7610   225.9851  1.4984e+00    0.54
cell(a)                5.5957     5.4791  1.3601e-02    2.08
cell(b)                7.6046     7.6860  6.6251e-03    1.07
cell(c)                5.2819     5.3663  7.1180e-03    1.60
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7884e-05    1.50
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2188e-06    1.13
cell(3_y)              0.3587     0.3597  1.0630e-06    0.29
cell(3_z)              0.1305     0.1309  1.6810e-07    0.31
cell(4_x)              0.0978     0.0990  1.4787e-06    1.24
cell(4_y)              0.3587     0.3599  1.3853e-06    0.33
cell(4_z)              0.1305     0.1310  2.8302e-07    0.41
cell(Volume)        1192.3311  1177.6944  2.1423e+02    1.23
cell(a)               10.6039    10.5603  1.8983e-03    0.41
cell(b)               10.6039    10.5603  1.8983e-03    0.41
cell(c)               10.6039    10.5603  1.8983e-03    0.41
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6964e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2634e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2177e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   815.9201  1.6409e+02    1.55
cell(a)                9.3930     9.3444  2.3665e-03    0.52
cell(b)                9.3930     9.3444  2.3665e-03    0.52
cell(c)                9.3930     9.3444  2.3665e-03    0.52
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4648  7.6033e-04    6.31
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0059  9.4459e-05   62.30
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5353  6.3857e-06    0.47
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5837  2.8311e-04    2.80
cell(4_x)              0.1984     0.2071  7.6143e-05    4.40
cell(4_y)              0.0506     0.0444  3.7946e-05   12.17
cell(4_z)              0.3043     0.2945  9.5238e-05    3.21
cell(5_x)              0.5328     0.5357  8.5732e-06    0.55
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5839  2.7586e-04    2.77
cell(6_x)              0.1984     0.2069  7.2983e-05    4.31
cell(6_y)              0.0506     0.0446  3.5928e-05   11.85
cell(6_z)              0.3043     0.2945  9.5063e-05    3.20
cell(Volume)         230.1715   232.1647  3.9725e+00    0.87
cell(a)                5.6110     5.5285  6.8125e-03    1.47
cell(b)                7.6690     7.7179  2.3874e-03    0.64
cell(c)                5.3490     5.4412  8.5012e-03    1.72
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.3098e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7689e-06    0.34
cell(3_y)              0.1515     0.1510  2.6626e-07    0.34
cell(3_z)              0.3787     0.3811  5.6074e-06    0.63
cell(4_x)              0.3884     0.3896  1.3596e-06    0.30
cell(4_y)              0.1515     0.1509  4.1216e-07    0.42
cell(4_z)              0.3787     0.3812  6.1058e-06    0.65
cell(Volume)        1266.1264  1280.2069  1.9826e+02    1.11
cell(a)               10.8183    10.8583  1.5965e-03    0.37
cell(b)               10.8183    10.8583  1.5965e-03    0.37
cell(c)               10.8183    10.8583  1.5965e-03    0.37
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0303  1.1416e-03   52.71
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4954  1.3106e-04    2.37
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4705  4.2133e-05    1.40
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5766  7.2350e-04    4.46
cell(4_x)              0.3026     0.2904  1.4860e-04    4.03
cell(4_y)              0.0538     0.0404  1.7830e-04   24.82
cell(4_z)              0.1950     0.2082  1.7509e-04    6.79
cell(5_x)              0.4640     0.4701  3.7405e-05    1.32
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5768  7.1022e-04    4.42
cell(6_x)              0.3026     0.2906  1.4462e-04    3.97
cell(6_y)              0.0538     0.0406  1.7413e-04   24.53
cell(6_z)              0.1950     0.2082  1.7377e-04    6.76
cell(Volume)         227.7998   237.1469  8.7369e+01    4.10
cell(a)                5.6020     5.5541  2.2958e-03    0.86
cell(b)                7.6350     7.7778  2.0406e-02    1.87
cell(c)                5.3260     5.4897  2.6784e-02    3.07
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2487  1.1707e-06    0.43
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2614e-04    2.33
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4514e-04    2.42
cell(Volume)          70.0075    76.8564  4.6908e+01    9.78
cell(a)                3.7149     3.8070  8.4835e-03    2.48
cell(b)                3.7149     3.8070  8.4835e-03    2.48
cell(c)                5.8576     6.1233  7.0574e-02    4.54
Objective Function = 4.915900e+06
Average Percentage Relative Error = 5.934982e+00

